             #EP            #LOSS            #PROB             #VAL           #C_Val         #TEST_MU        #TEST_STD        #TEST_GAP
               0            0.37           0.0148             11.9           0.0794             11.9            0.914             1.52
               1          -0.228          0.00365             11.9           0.0453             11.9             1.03             1.52
               2          0.0919         6.73e-05             11.8           0.0675             11.8             1.05             1.51
               3          -0.112         0.000255             11.8           0.0927             11.9             1.03             1.53
               4         -0.0791         1.85e-05               12           0.0715             12.3             1.08              1.6
               5          -0.204          0.00543             12.6           0.0788             12.7             1.05             1.68
               6         -0.0696         9.69e-07             12.3           0.0621             12.6             1.01             1.66
               7           -0.13         8.66e-05             12.7           0.0355             12.7             1.06              1.7
               8         -0.0642            1e-06             12.1           0.0342             12.6             1.06             1.67
               9          -0.111           0.0415             12.3           0.0236             12.8            0.966             1.72
              10          -0.046         2.33e-07               12            0.013             11.9             1.05             1.51
              11          -0.154          0.00289             12.2             0.04             12.5            0.898             1.65
              12          0.0355            0.139             12.3           0.0184               12             1.02             1.55
              13         -0.0885             0.12               12           0.0206             11.9            0.904             1.53
              14         -0.0725           0.0015             11.9           0.0533             11.8            0.992             1.49
              15         -0.0733            0.107             12.2           0.0308               12            0.961             1.55
              16          -0.103           0.0439             11.9           0.0415             11.7            0.989             1.47
              17          -0.147          0.00217             11.9           0.0466             11.7                1             1.48
              18          -0.118           0.0709             12.1           0.0334             12.2            0.862             1.58
              19          -0.229         2.22e-06             12.7            0.028             12.5            0.891             1.65
              20          -0.238         2.81e-06             12.7          0.00443             12.4             0.86             1.63
             #EP            #LOSS            #PROB             #VAL           #C_Val         #TEST_MU        #TEST_STD        #TEST_GAP
               0          -0.358           0.0149             13.2            0.122             13.2             1.31             1.79
               1          -0.349         8.95e-05             12.5           0.0971             12.3             1.31             1.61
               2          0.0422          8.6e-05             12.5           0.0438             12.7             1.39             1.69
               3          -0.417         0.000197             12.8            0.113             13.2             1.29             1.79
               4         -0.0707         8.95e-06             13.5            0.124             13.7             1.34             1.89
               5          -0.193         1.19e-06             14.1           0.0915             14.4             1.33             2.05
               6          -0.187         5.82e-06             14.1           0.0575             14.4             1.36             2.04
               7          -0.249         1.43e-06             14.3           0.0128             14.8             1.25             2.13
               8          -0.263         2.13e-06             14.1           0.0436             13.2              1.5             1.79
               9          -0.177         3.89e-06             13.7           0.0402             12.8             1.32              1.7
              10         -0.0057         1.63e-07             12.7           0.0489             14.2             1.34             2.01
              11          -0.262         9.27e-07             14.2            0.049             12.5              1.2             1.65
              12         -0.0244         8.53e-07             12.7           0.0521             13.3             1.29             1.81
              13          -0.242         6.15e-05             14.1           0.0574             14.9             1.33             2.15
              14          -0.257           0.0171               15           0.0526             14.7              1.2             2.12
              15          -0.293         7.38e-06             14.5         0.000244             14.7             1.38             2.11
              16          -0.294         0.000993             14.7           0.0325             14.8             1.29             2.13
              17          -0.252           0.0295             14.8           -0.011             14.9             1.19             2.16
              18          -0.308         2.07e-06             14.6            0.011             14.8             1.27             2.14
              19          -0.278         2.31e-06             14.6          -0.0091             14.7             1.28             2.11
              20          -0.302         1.85e-06             14.6            0.011             14.9             1.21             2.15
              21          -0.304         1.87e-05             14.6          0.00565             15.6             1.22             2.31
              22          0.0112            0.884             18.6           0.0146             18.7                0             2.99
              23        3.08e-05                1             18.7        -9.65e-06             18.7                0             2.99
              24         1.8e-05                1             18.7        -1.11e-05             18.7                0             2.99
              25        3.39e-06                1             18.7        -1.68e-08             18.7                0             2.99
              26        2.88e-06                1             18.7        -9.34e-07             18.7                0             2.99
              27        2.39e-06                1             18.7        -1.18e-06             18.7                0             2.99
              28        1.46e-06                1             18.7         -7.2e-07             18.7                0             2.99
              29        3.77e-07                1             18.7         9.12e-08             18.7                0             2.99
              30        -1.7e-08                1             18.7         2.96e-07             18.7                0             2.99
              31        3.46e-07                1             18.7        -2.09e-07             18.7                0             2.99
              32        5.92e-07                1             18.7        -4.74e-07             18.7                0             2.99
              33           -8.31            0.144             13.9          -0.0235             12.6             1.23             1.67
              34          -0.245          0.00125             13.7           0.0188             14.3             1.23             2.03
