             #EP            #LOSS            #PROB             #VAL           #C_Val         #TEST_MU        #TEST_STD        #TEST_GAP
               0           0.197           0.0386             6.74           0.0542             6.36            0.831             1.14
               1         -0.0158            0.177             7.55            0.035             6.64            0.831             1.23
               2          0.0161            0.818             9.42          0.00653               10                0             2.39
               3         -0.0231            0.674             9.32          0.00254             7.84            0.792             1.64
               4         -0.0242          0.00386              7.4           0.0245             6.45            0.819             1.17
               5         -0.0527          0.00298             7.58           0.0145             7.59            0.829             1.56
               6           -1.89          0.00319             7.54           0.0169             7.82            0.803             1.63
               7         -0.0176            0.019              7.4           0.0132             7.79            0.748             1.63
               8         -0.0339          0.00312              7.5           0.0122             6.63            0.778             1.23
               9         -0.0226          0.00444             7.26           0.0215             7.69            0.805             1.59
              10          0.0133            0.032             6.99           0.0182             6.56            0.774              1.2
              11          0.0265           0.0761             6.58          0.00936              7.9            0.784             1.66
              12        -0.00213          0.00735             7.08          0.00378             6.42            0.763             1.16
              13          0.0374            0.152             6.35          0.00415             6.32            0.863             1.12
              14          0.0259            0.172             6.28         -0.00344              6.2            0.821             1.08
              15          0.0241            0.187             6.26         -0.00309             6.09            0.793             1.05
              16           0.022            0.178             6.25         -0.00292             6.34             1.05             1.13
              17          0.0201            0.164              6.2         -0.00212             6.42             1.16             1.15
              18          0.0188             0.17             6.12         -0.00318             6.14            0.856             1.06
              19           0.014            0.126                6         -0.00307             5.92            0.818            0.991
              20          0.0107            0.112             5.93         -0.00351             5.93              1.2             0.99
              21         0.00444           0.0989             5.79          -0.0029             5.84            0.965            0.963
              22       -0.000468           0.0814             5.76         -0.00306              5.5            0.862            0.853
              23         -0.0157           0.0524             5.76         -0.00338             5.95             1.44            0.992
              24        -0.00986           0.0278             5.76         -0.00328             5.49            0.871             0.85
              25         -0.0134           0.0202             5.77         -0.00331             5.52            0.876             0.86
              26         -0.0166           0.0151             5.76          -0.0031             5.57            0.814            0.875
              27         -0.0157           0.0118             5.75         -0.00312              5.6            0.817            0.887
              28         -0.0217          0.00749             5.76         -0.00243             5.61            0.702             0.89
              29         -0.0253          0.00472             5.76         -0.00212             5.72            0.767            0.928
              30         -0.0283          0.00434             5.79         -0.00185             5.68            0.798            0.916
              31         -0.0302          0.00456             5.81         -0.00186             5.86            0.819            0.974
              32          -0.372          0.00331             5.83         -0.00143             5.89            0.904            0.982
              33         -0.0345          0.00266             5.83         -0.00123             6.05             1.15             1.03
              34          -0.039          0.00232             5.85          -0.0011             5.97            0.849             1.01
              35         -0.0378          0.00218             5.87         -0.00107             6.05            0.953             1.03
              36         -0.0394          0.00188             5.92         -0.00102             6.04            0.912             1.03
              37         -0.0426          0.00154             5.98        -0.000623             6.39             1.33             1.14
              38         -0.0428          0.00137             6.03        -0.000613             6.62             1.55             1.22
              39         -0.0485          0.00124             6.06        -0.000742             7.22              1.7             1.42
              40         -0.0453          0.00111             6.08        -0.000638             6.96             1.66             1.33
              41         -0.0466          0.00107             6.11        -0.000675             6.62             1.44             1.22
              42          -0.047         0.000974             6.13        -0.000625             7.23             1.71             1.43
              43         -0.0475         0.000919             6.15        -0.000579              7.9             1.67             1.66
              44         -0.0489         0.000867             6.16        -0.000583             6.87             1.52             1.31
              45         -0.0488         0.000866             6.17        -0.000555             6.83             1.57             1.29
              46         -0.0494          0.00081             6.18        -0.000456             8.11             1.72             1.73
              47         -0.0486          0.00079             6.19        -0.000589             7.33             1.59             1.46
              48          -0.051         0.000759             6.19        -0.000595             7.09             1.57             1.38
              49         -0.0497         0.000726              6.2        -0.000533             7.34             1.69             1.47
              50         -0.0515         0.000707             6.22        -0.000396             7.27             1.69             1.44
              51         -0.0499         0.000679             6.22        -0.000463             7.73             1.74              1.6
              52         -0.0521         0.000668             6.22        -0.000416             7.53             1.79             1.53
              53         -0.0552         0.000644             6.23        -0.000461             7.86             1.79             1.65
              54         -0.0532         0.000653             6.24        -0.000438             7.44             1.68              1.5
              55         -0.0516         0.000623             6.24        -0.000404             7.58             1.75             1.55
              56          -0.052         0.000639             6.25        -0.000482             7.38             1.69             1.49
              57         -0.0523         0.000607             6.26        -0.000343             7.87              1.8             1.65
              58         -0.0517         0.000614             6.26        -0.000367             7.84             1.81             1.64
              59         -0.0525         0.000594             6.27        -0.000299             7.58             1.69             1.55
              60         -0.0532         0.000587             6.27        -0.000341             7.78             1.79             1.62
              61         -0.0551         0.000578             6.27        -0.000452             7.48             1.69             1.52
              62         -0.0561         0.000578             6.28        -0.000312             7.62             1.65             1.56
              63         -0.0583         0.000572             6.29        -0.000249             6.96             1.44             1.34
              64          -0.053         0.000546             6.29        -0.000293             8.04             1.76             1.71
              65         -0.0556         0.000552              6.3        -0.000246             7.55             1.69             1.54
              66         -0.0537         0.000553              6.3        -0.000331             7.55             1.69             1.54
              67          -0.054         0.000542             6.31        -0.000241             7.36             1.66             1.48
              68          -0.105         0.000536              6.3        -0.000292             7.74             1.71             1.61
              69         -0.0541          0.00053             6.31        -0.000309             7.56             1.68             1.54
              70         -0.0539         0.000528             6.32        -0.000203             7.06             1.45             1.38
              71         -0.0564         0.000515             6.32        -0.000249             7.82             1.74             1.63
              72          -0.054         0.000512             6.32        -0.000322             7.39             1.61             1.48
              73          -0.059          0.00051             6.32        -8.29e-06             7.27             1.61             1.44
              74         -0.0558         0.000496             6.31        -0.000291             7.28             1.58             1.45
              75         -0.0761           0.0005             6.33        -0.000163             7.45             1.66              1.5
              76         -0.0547         0.000494             6.32        -0.000176             7.29             1.67             1.45
              77         -0.0565         0.000497             6.33        -0.000156             7.84             1.67             1.64
              78         -0.0553         0.000493             6.34        -0.000243             7.42             1.68             1.49
              79         -0.0562         0.000492             6.34        -0.000187             7.67             1.74             1.58
              80         -0.0554         0.000483             6.33        -0.000198             7.34             1.65             1.47
              81         -0.0569         0.000489             6.33        -8.76e-05             7.69             1.63             1.59
              82         -0.0559         0.000472             6.34        -0.000169             7.56             1.72             1.54
              83            -0.1         0.000462             6.34         -0.00022             7.79             1.75             1.62
              84         -0.0559          0.00047             6.34          -0.0002             7.63             1.69             1.57
              85         -0.0576         0.000475             6.35        -0.000203             8.02              1.8              1.7
