             #EP            #LOSS            #PROB             #VAL           #C_Val         #TEST_MU        #TEST_STD        #TEST_GAP
               0          0.0106         4.48e-43             8.75             0.01                0                0                0
               1          0.0199         1.08e-42             8.75          -0.0231                0                0                0
               2         -0.0436         3.28e-10             8.74           0.0138                0                0                0
               3         0.00268         2.26e-42             8.74          -0.0231                0                0                0
               4         -0.0175          1.4e-39             8.74          -0.0197                0                0                0
               5            0.02         2.25e-41             8.74          -0.0256                0                0                0
               6         -0.0111         1.77e-42             8.74           0.0146                0                0                0
               7         -0.0425         2.03e-38             8.74           0.0173                0                0                0
               8           0.025         6.25e-39             8.74          -0.0239                0                0                0
               9          0.0168         8.54e-41             8.74          -0.0224                0                0                0
              10         0.00917         1.06e-40             8.74          -0.0527                0                0                0
              11          0.0369         1.17e-09             8.74          -0.0262                0                0                0
