             #EP            #LOSS            #PROB             #VAL           #C_Val         #TEST_MU        #TEST_STD        #TEST_GAP
               0        -0.00895         6.43e-41             22.8          0.00148                0                0                0
               1         0.00324         5.84e-43             22.7          -0.0197                0                0                0
             #EP            #LOSS            #PROB             #VAL           #C_Val         #TEST_MU        #TEST_STD        #TEST_GAP
               0          0.0824         5.93e-41             8.74          -0.0271                0                0                0
               1          0.0732         2.16e-35             8.67          -0.0331                0                0                0
               2          0.0753         2.53e-36              8.6          -0.0349                0                0                0
             #EP            #LOSS            #PROB             #VAL           #C_Val         #TEST_MU        #TEST_STD        #TEST_GAP
               0          0.0741         1.57e-42             8.73          -0.0136                0                0                0
               1           0.042         2.89e-41             8.69           0.0182                0                0                0
               2          0.0833         1.36e-36             8.59          -0.0371                0                0                0
