             #EP            #LOSS            #PROB             #VAL           #C_Val         #TEST_MU        #TEST_STD        #TEST_GAP
               0            2.82         1.17e-11             30.3           0.0154             28.8             2.66             3.06
               1           0.909         1.92e-11             29.6           0.0942             30.3             3.11             3.28
               2           0.607         4.69e-11             29.6           0.0565             28.9             2.76             3.07
               3            0.41         1.45e-10             27.8            0.142             29.6             2.47             3.19
               4       -0.000521         8.29e-11             27.6           0.0579               28              2.5             2.95
               5           0.162         1.31e-11             26.8           0.0876             27.1             2.45             2.83
               6          0.0263         3.54e-09             26.8           0.0971             26.6             2.23             2.76
               7           0.137         3.13e-11             26.2            0.085             27.3             2.33             2.85
               8          0.0882         2.07e-09             25.6           0.0907             26.4             2.29             2.73
               9         -0.0237         3.32e-10             25.2           0.0798               28             2.17             2.96
              10         -0.0889         5.29e-12             25.7            0.114             26.2             2.42              2.7
              11        -0.00397         4.57e-11             25.4           0.0676             26.2             2.27              2.7
              12          -0.274         1.91e-12             26.5             0.11             26.6             2.17             2.76
              13         0.00709         1.19e-10             26.2           0.0675             26.4             2.21             2.73
              14          -0.107          3.6e-11             25.8            0.136             27.4             2.27             2.87
              15         -0.0004         2.77e-11             26.9            0.069             26.7             2.38             2.77
              16         -0.0553         2.96e-11             25.6            0.071             27.2             2.38             2.85
              17         -0.0556         6.16e-10               26           0.0788             27.7             2.49             2.92
              18         -0.0891         2.46e-11             27.2           0.0811               28             2.56             2.96
              19         -0.0112         4.72e-08             27.5           0.0495             27.3             2.62             2.86
              20         -0.0381         3.78e-10             26.3           0.0662             27.5              2.4             2.88
              21         -0.0487         2.01e-10             26.9           0.0552             27.8             2.27             2.93
              22         -0.0581         1.37e-10             27.7           0.0668             27.5              2.7             2.89
              23         -0.0446          1.1e-10             26.7           0.0758             27.9             2.75             2.94
              24         -0.0505         2.99e-10               28           0.0706             26.5             2.07             2.74
              25          -0.004         1.95e-10             26.2            0.076             26.9             2.26              2.8
              26          -0.032         4.06e-10               26            0.032             26.3             2.35             2.72
              27         -0.0177          4.5e-10             26.9           0.0382             26.7              2.2             2.78
              28          -0.101          2.7e-10               27            0.103             28.6             2.42             3.04
              29         -0.0296         4.11e-10             26.6           0.0647             26.8             2.39             2.78
              30        -0.00556         1.38e-11             26.1           0.0646             25.6             2.45             2.62
              31         -0.0173          9.7e-12             25.6           0.0631             26.7             2.33             2.77
              32          0.0287         3.51e-11             25.7           0.0193             26.5             2.27             2.74
              33        -0.00822         2.73e-11               26           0.0448             26.9             2.23              2.8
              34         -0.0157         4.18e-11             26.3           0.0448             26.4             2.34             2.72
              35          0.0208         5.61e-11             26.3           0.0489               28             2.71             2.96
              36         0.00775         4.85e-13             26.5             0.01             26.6             2.44             2.76
              37          0.0422         2.59e-13             26.7           0.0503             27.7             2.65             2.91
              38          0.0345         1.47e-12             26.4           0.0199               26             2.33             2.67
              39         0.00358         2.69e-11             25.6           0.0438             26.6             2.29             2.76
              40          0.0354         1.27e-15             25.1           0.0315             26.4             2.22             2.72
              41          0.0284         9.36e-11             25.4          0.00714             26.5             2.34             2.74
              42          0.0253         1.35e-12             26.4           0.0308             27.3             2.28             2.85
              43           0.134         7.52e-14             27.5           0.0265             27.2             2.53             2.84
              44          0.0133         4.81e-12             25.6           0.0695             25.5              2.1              2.6
              45         -0.0185         2.82e-12             25.5           0.0608             26.3             2.74             2.72
              46          0.0264         1.92e-12             25.6            0.026             27.4             2.63             2.87
              47          0.0681         7.91e-12             25.6           0.0131             26.1             2.36             2.68
              48           0.038         1.39e-11             25.4           0.0224             25.6             2.27             2.62
              49          0.0288         5.83e-13             25.7           0.0196             27.1             2.56             2.83
              50          0.0276         1.12e-14             26.5           0.0235             25.9             2.33             2.66
              51          0.0403         7.13e-11             25.5             0.02             25.5              2.1              2.6
              52           0.072          2.8e-10             24.8         -0.00849             26.1             2.49             2.68
              53           0.022         9.54e-12             25.2           0.0288             27.8             2.64             2.92
              54          0.0526         3.75e-12               26            -0.01             26.6             2.37             2.75
              55          0.0502         1.66e-11               25          0.00107             25.8             2.27             2.64
              56          0.0216         1.96e-10             25.5           0.0627             25.7             2.24             2.62
              57          0.0541         1.15e-10             25.9           0.0155             25.3             2.41             2.57
              58          0.0618         2.84e-11             25.8          0.00574             25.6             2.41             2.61
              59          0.0217         2.28e-11             25.2           0.0271             25.9              2.2             2.66
              60          0.0354         3.37e-12             24.8           0.0147             26.5             2.46             2.73
              61          0.0431         2.99e-13             24.6           0.0276               26             2.45             2.66
              62          0.0264         3.35e-13             24.5           0.0296             26.5              2.4             2.75
              63          0.0432         2.16e-12             24.5           0.0149               26             2.42             2.66
              64          0.0496         2.28e-10             24.9           0.0171               26             2.24             2.67
              65          0.0384         3.37e-11               25           0.0208             25.9             2.21             2.66
              66           0.036         6.64e-12             24.5            0.018             26.6             2.38             2.75
              67           0.067         3.86e-13             24.6          0.00495               27             2.37             2.81
              68          0.0285         7.07e-14             24.8           0.0294             27.5             2.43             2.89
              69          0.0335         2.29e-13             24.9           0.0115             27.2             2.31             2.84
              70           0.071          1.5e-13             24.7          -0.0113             26.5             2.08             2.74
              71            0.01         2.04e-13             24.9           0.0547             26.3             2.24             2.72
              72           0.067         1.29e-13             25.1          0.00315             26.3             2.36             2.71
              73          0.0581         2.44e-14             25.1          0.00756             26.6             2.21             2.76
              74          0.0382         2.78e-12             24.8           0.0224             27.1             2.19             2.82
              75          0.0497         2.14e-13             24.6          0.00303               27             2.25             2.81
              76          0.0187         4.96e-13             24.7           0.0513             27.2             2.35             2.84
              77           0.061         3.08e-13             24.7          -0.0103               27             2.22             2.82
