             #EP            #LOSS            #PROB             #VAL           #C_Val         #TEST_MU        #TEST_STD        #TEST_GAP
             #EP            #LOSS            #PROB             #VAL           #C_Val         #TEST_MU        #TEST_STD        #TEST_GAP
               0          0.0955            0.962             17.8           0.0483                0                0                0
               1           0.144            0.997             17.9         -0.00206                0                0                0
               2           0.232            0.402             15.7           0.0122                0                0                0
             #EP            #LOSS            #PROB             #VAL           #C_Val         #TEST_MU        #TEST_STD        #TEST_GAP
               0           0.133            0.718             16.8            0.083                0                0                0
               1          0.0052                1               18            0.042                0                0                0
               2          0.0142                1               18           0.0203                0                0                0
               3         0.00459                1               18           0.0178                0                0                0
               4          0.0113                1               18          0.00916                0                0                0
               5          0.0753                1             17.9          -0.0216                0                0                0
               6           0.238            0.998             17.9          -0.0987                0                0                0
               7           0.519            0.854             17.2          -0.0263                0                0                0
             #EP            #LOSS            #PROB             #VAL           #C_Val         #TEST_MU        #TEST_STD        #TEST_GAP
               0           0.452             1.58             33.9             0.11                0                0                0
               1           0.363             1.98             35.8          -0.0947                0                0                0
               2           0.934            0.661             28.8          -0.0276                0                0                0
               3           0.357             0.74             28.8            0.112                0                0                0
               4          0.0761                2             35.9          -0.0199                0                0                0
               5          0.0178                2             35.9           0.0186                0                0                0
               6          0.0227                2             35.9          0.00197                0                0                0
               7          0.0108                2             35.9          0.00524                0                0                0
               8         0.00512                2             35.9           0.0139                0                0                0
               9            0.02                2             35.9         -0.00359                0                0                0
              10          0.0209                2             35.9         -0.00378                0                0                0
              11          0.0128                2             35.9          0.00387                0                0                0
              12           0.012                2             35.9          0.00544                0                0                0
              13         0.00672                2             35.9          0.00473                0                0                0
              14         0.00927                2             35.9          0.00515                0                0                0
              15         0.00969                2             35.9          0.00223                0                0                0
              16          0.0121                2             35.9         1.46e-05                0                0                0
              17         0.00946                2             35.9          0.00269                0                0                0
              18          0.0118                2             35.9        -0.000929                0                0                0
              19          0.0921                2             35.9           0.0792                0                0                0
              20          0.0142                2             35.9         -0.00382                0                0                0
              21           0.109                2             35.8          -0.0352                0                0                0
              22           0.233             1.97               34           0.0125                0                0                0
              23          0.0216                2             35.9         -0.00792                0                0                0
              24           0.031             1.99             35.1            0.028                0                0                0
              25           0.537              1.1             28.1          -0.0334                0                0                0
              26            0.63            0.153             24.8            0.154                0                0                0
             #EP            #LOSS            #PROB             #VAL           #C_Val         #TEST_MU        #TEST_STD        #TEST_GAP
               0           0.228            0.382             15.3            0.121                0                0                0
               1          0.0526                1               18           0.0088                0                0                0
               2          0.0207                1               18           0.0123                0                0                0
               3           0.137                1             17.9           -0.043                0                0                0
               4         0.00977                1               18           0.0139                0                0                0
               5            0.26            0.999             17.9           -0.104                0                0                0
               6           0.347            0.996             17.9           -0.164                0                0                0
               7          0.0644            0.996             17.9          -0.0291                0                0                0
               8          0.0209            0.998             17.9         -0.00399                0                0                0
               9         0.00548            0.997             17.9          0.00196                0                0                0
              10       -0.000698            0.996             17.9          0.00702                0                0                0
              11         0.00601            0.997             17.9          0.00186                0                0                0
              12         0.00831            0.998             17.9        -0.000891                0                0                0
