             #EP            #LOSS            #PROB             #VAL           #C_Val         #TEST_MU        #TEST_STD        #TEST_GAP
               0           -2.88          0.00172             12.5           0.0317             12.7             1.49             1.68
               1           -1.63          0.00163             12.3         -0.00374             12.3             1.57             1.61
               2           -1.51         0.000601             12.4          -0.0204             12.9             1.43             1.72
               3           -1.49         0.000785             12.3           0.0408             12.6             1.41             1.66
               4           -1.57          0.00114             12.4        -0.000877             12.5             1.38             1.64
               5           -1.58         0.000743             12.4           0.0203             12.6             1.35             1.65
               6           -1.64           0.0015             12.5           0.0121             12.9             1.48             1.73
               7           -1.16         0.000735             12.4           0.0121             12.7             1.47             1.68
               8           -1.85         0.000925             12.3         -0.00581             12.7             1.73             1.68
               9           -1.15          0.00124             12.4          -0.0212             12.6             1.46             1.67
             #EP            #LOSS            #PROB             #VAL           #C_Val         #TEST_MU        #TEST_STD        #TEST_GAP
               0           -5.09          0.00557             12.5           0.0316             12.4             1.52             1.62
               1           -7.95           0.0021             12.4           0.0279             12.6             1.62             1.65
               2           -4.14          0.00154             12.4           0.0117             12.8             1.45              1.7
               3           -2.96           0.0011             12.3          0.00115             12.6             1.39             1.66
               4           -2.79          0.00143             12.2          -0.0112             12.7             1.65             1.69
               5           -3.11          0.00274             12.2          0.00257             12.5             1.48             1.65
               6           -1.99         0.000782             12.4          0.00754             12.7             1.28             1.69
               7           -1.64         0.000462             12.4           0.0264             12.8             1.62             1.71
               8           -1.93          0.00052             12.6        -0.000681             12.6             1.52             1.65
               9           -2.45         0.000842             12.4          0.00153             12.6             1.49             1.67
             #EP            #LOSS            #PROB             #VAL           #C_Val         #TEST_MU        #TEST_STD        #TEST_GAP
               0           -6.47          0.00144             12.5           0.0385             12.7             1.81             1.69
               1           -17.3          0.00166             12.4          0.00121             12.4             1.46             1.63
               2            -2.5          0.00231             12.4           0.0222             12.8             1.52              1.7
               3           -2.31          0.00222             12.5           0.0107               13             1.75             1.75
               4           -2.56          0.00138             12.4           0.0341               13             1.56             1.75
               5           -2.34          0.00241             12.4          0.00421             12.5             1.55             1.64
               6           -1.86          0.00138             12.4           0.0515             12.8             1.81             1.71
               7           -2.11           0.0041             12.5           0.0501               13             1.61             1.76
               8            -2.5          0.00205             12.2           0.0236             16.6             3.46             2.53
               9           -3.18          0.00217             12.2          -0.0233             13.6             2.79             1.89
