             #EP            #LOSS            #PROB             #VAL           #C_Val         #TEST_MU        #TEST_STD        #TEST_GAP
               0           0.378          0.00494             12.8            0.121             12.9             1.53             1.72
               1         -0.0121         0.000446             12.7           0.0582             13.1             1.63             1.78
               2          0.0383         0.000158             12.7            0.104             12.6             1.44             1.66
               3         -0.0198         0.000102             12.7            0.101               13             1.66             1.75
               4            0.17          3.7e-05             12.5           0.0784             12.8             1.35              1.7
               5          0.0689         0.000148             12.7           0.0497             12.6             1.38             1.67
               6          0.0664         2.14e-05             12.6           0.0905             12.8             1.45             1.69
               7          -0.132         8.91e-05             12.8            0.107             13.1             1.51             1.77
               8         0.00328          0.00015               13           0.0581               14             1.52             1.96
               9        -0.00683         0.000148             12.8           0.0928             12.7             1.49             1.69
              10           0.025         0.000109             12.6            0.117             12.7             1.51             1.69
              11           0.146         5.09e-05             12.6           0.0438             13.2             1.41              1.8
              12           0.157         1.07e-05             12.7           0.0228             12.7             1.37             1.69
              13           0.127         2.93e-06             12.5        -0.000623             12.7             1.32             1.69
              14          0.0714         1.12e-08             12.6           0.0893             12.6             1.38             1.66
              15         -0.0275         0.000135             13.4           0.0424             14.9              1.7             2.15
              16         -0.0634         1.26e-06             14.7           0.0418             14.6             1.44             2.09
              17          0.0413         6.37e-06             12.6           0.0745             12.8             1.26              1.7
              18          0.0616         1.17e-07             12.8           0.0209             13.7             1.32             1.89
              19          -0.125         1.25e-06             14.7           0.0289             14.5             1.48             2.07
              20          0.0223         2.35e-06             13.3           0.0397             13.5             1.31             1.85
              21          0.0897         1.17e-05             13.2           0.0232             12.9             1.32             1.73
              22          0.0459         1.15e-06               13           0.0101             12.8             1.33             1.71
              23          0.0622          1.2e-07             13.3          0.00508             13.9             1.39             1.95
              24          -0.269         9.51e-07             14.7           0.0739             15.2             1.35             2.21
              25         -0.0873         7.52e-07             14.9           0.0131             15.3             1.41             2.23
              26         -0.0801         1.42e-06             14.8           0.0163             14.3              1.5             2.01
              27          0.0468          3.7e-06               13           0.0502             13.5             1.59             1.84
              28          0.0455         0.000119             12.9           0.0138             13.7              1.5              1.9
              29         -0.0976         1.99e-05             14.5           0.0418             15.3             1.42             2.24
              30          -0.113         6.24e-07             14.9           0.0388             15.2             1.33             2.22
              31         -0.0986         6.83e-07             15.1           0.0179             15.3             1.37             2.23
              32          0.0175         6.96e-07             13.3           0.0642             13.4             1.55             1.83
              33          -0.049         2.11e-06             13.5           0.0311             13.1             1.33             1.77
              34         -0.0371         3.15e-08             13.1           0.0861               13             1.36             1.75
