             #EP            #LOSS            #PROB             #VAL           #C_Val         #TEST_MU        #TEST_STD        #TEST_GAP
             #EP            #LOSS            #PROB             #VAL           #C_Val         #TEST_MU        #TEST_STD        #TEST_GAP
             #EP            #LOSS            #PROB             #VAL           #C_Val         #TEST_MU        #TEST_STD        #TEST_GAP
             #EP            #LOSS            #PROB             #VAL           #C_Val         #TEST_MU        #TEST_STD        #TEST_GAP
               0           0.318         1.09e-07             24.7           0.0442                0                0                0
               1           0.189         4.69e-26             22.9           0.0703                0                0                0
             #EP            #LOSS            #PROB             #VAL           #C_Val         #TEST_MU        #TEST_STD        #TEST_GAP
               0           0.207         2.19e-38             23.5           0.0584                0                0                0
               1           0.104         3.22e-33             22.5           0.0934                0                0                0
             #EP            #LOSS            #PROB             #VAL           #C_Val         #TEST_MU        #TEST_STD        #TEST_GAP
               0          0.0491            0.996             30.3            0.101                0                0                0
               1          0.0512            0.999             30.3          0.00273                0                0                0
               2          0.0905            0.997             30.3          -0.0282                0                0                0
