             #EP            #LOSS            #PROB             #VAL           #C_Val         #TEST_MU        #TEST_STD        #TEST_GAP
               0          -0.566           0.0524             11.2           0.0293             10.8             1.29             1.06
               1          -0.286            0.027             11.3           0.0212               11             1.44             1.09
               2          -0.244           0.0322             11.2           0.0434               11             1.18              1.1
               3          -0.297           0.0152             11.2            0.054             10.9             1.23             1.07
               4          -0.309           0.0212             11.3           0.0385             11.1             1.34             1.12
               5          -0.296           0.0106             11.3           0.0413             11.2              1.2             1.14
               6          -0.268             0.01             11.2           0.0094             10.6             1.19             1.01
               7          -0.294           0.0349             11.2           0.0463             11.1             1.15              1.1
               8          -0.355           0.0132             11.5           0.0201             11.3              1.3             1.15
               9          -0.457          0.00134             11.6           0.0413             11.9             1.05             1.26
              10          -0.482          0.00758             11.8          0.00402             11.3            0.886             1.14
              11          -0.442          0.00946             11.4           0.0417             11.7            0.967             1.23
              12          -0.569            0.002             11.4           0.0506               11             1.18             1.08
              13          -0.407           0.0328             11.2          0.00603             10.7             1.08             1.03
              14          -0.395           0.0103               11         -0.00168               11             0.78              1.1
              15          -0.447          0.00497               11         -0.00193             11.2             1.03             1.12
              16          -0.375            0.022               11           -0.022             10.6            0.798             1.02
              17          -0.428          0.00497             10.8         -0.00972             10.9              1.1             1.07
              18          -0.391           0.0118             10.8           0.0109             11.5            0.977              1.2
              19          -0.428           0.0043             10.9           0.0153             11.1             1.01             1.12
              20          -0.449           0.0115             10.7           0.0394             10.6             1.03             1.02
              21          -0.405           0.0058             10.5          0.00831             10.6             1.04             1.02
              22          -0.353           0.0337             10.6            0.025             10.6            0.935             1.02
              23          -0.408          0.00554             10.3           0.0176             10.5            0.963             1.01
              24          -0.422          0.00798             10.4           0.0152             10.6            0.885             1.01
             #EP            #LOSS            #PROB             #VAL           #C_Val         #TEST_MU        #TEST_STD        #TEST_GAP
               0             4.8            0.059             11.5          -0.0823               11             1.43             1.08
               1            0.11            0.005             11.1          -0.0347             10.6              1.1             1.02
               2          -0.157          0.00531             11.1           0.0526             11.2             1.38             1.13
               3          -0.147          0.00985             11.1           0.0319             10.9              1.1             1.06
               4          -0.441          0.00655               11           0.0179             11.1             1.07              1.1
               5          -0.258          0.00176               11           0.0357             10.9            0.979             1.07
               6          -0.256          0.00395             10.9           0.0418               11             1.07             1.08
               7          -0.261         0.000938             10.9         -0.00886             10.7             1.04             1.04
               8          -0.274          0.00538             10.8           0.0189             11.1                1              1.1
               9          -0.305          0.00098             10.9           0.0271             10.8             1.05             1.06
              10          -0.329          0.00405             10.8           0.0492             10.5             1.11            0.987
              11          -0.286          0.00236             10.9           0.0476             10.8             1.01             1.04
              12          -0.336          0.00726             10.9           0.0508               11             1.07             1.08
              13          -0.587          0.00396             10.9           0.0598             10.5             1.07            0.985
              14          -0.313          0.00161             10.7           0.0137             10.5             1.13                1
              15          -0.368          0.00261             10.9           0.0632             11.2             1.13             1.12
              16          -0.332          0.00154             10.8           0.0286               11             1.05             1.09
              17           -0.35           0.0087             10.9           0.0396               11            0.978              1.1
              18          -0.346           0.0015             10.8           0.0285             10.9            0.984             1.08
              19          -0.328          0.00314             10.7           0.0225             10.9             1.08             1.07
              20          -0.355          0.00128             10.8           0.0279             10.9              1.1             1.07
              21          -0.383           0.0171             10.7           0.0183             10.6             1.03                1
              22           -0.43           0.0004             10.7          0.00396             10.8            0.899             1.05
              23           -0.43          0.00199               11          0.00764             10.6             1.01             1.02
              24           -0.47          0.00235             11.1           0.0148             10.8            0.992             1.05
              25          -0.433         0.000912             10.8         -0.00125             10.7            0.982             1.04
              26          -0.446         0.000379             10.6           0.0368             10.7            0.891             1.03
              27           -0.51          0.00172             11.3         0.000768             10.7            0.941             1.04
              28          -0.452          0.00121             10.7           0.0345               11            0.781              1.1
              29          -0.474         0.000878             10.7           0.0325             10.5            0.933            0.988
              30          -0.448         0.000427             10.6           0.0238             10.7            0.925             1.03
              31          -0.488         0.000706             10.8           0.0278             11.3            0.804             1.15
              32          -0.471         0.000484             10.8          0.00254             10.9            0.934             1.07
              33          -0.501         0.000554             10.7           0.0201             10.4             1.06            0.981
              34           -0.51           0.0007             10.7           0.0208             11.1            0.919             1.12
              35          -0.546          0.00113             10.8           0.0415             10.9            0.814             1.07
              36          -0.515          0.00066             10.8          0.00486               11            0.839              1.1
              37          -0.504         0.000616             10.7          0.00643             10.8            0.898             1.06
              38          -0.509         0.000757             10.7           0.0127             11.2            0.822             1.13
              39          -0.538         0.000655             10.7           0.0271             11.3            0.856             1.15
